uid,timestamp,item_id,is_organic,played_ratio_pct,track_length_seconds,event_type
1,21294425,7055988,1,100.0,175.0,listen
1,21294645,5592767,1,100.0,215.0,listen
1,21294810,3463953,1,100.0,165.0,listen
1,21294975,2169451,1,100.0,165.0,listen
1,21295130,4834107,1,100.0,155.0,listen
1,21295265,5237217,1,100.0,135.0,listen
1,21297645,1769520,1,0.0,205.0,listen
1,21297795,4668316,1,101.0,120.0,listen
1,21297920,4212961,1,100.0,120.0,listen
1,21298045,9250364,1,100.0,125.0,listen
1,21298150,9375366,1,100.0,105.0,listen
1,21298265,3500797,1,100.0,110.0,listen
1,21298375,2722711,1,100.0,110.0,listen
1,21298475,4312689,1,100.0,95.0,listen
1,21298565,8095330,1,100.0,90.0,listen
1,21298690,458382,1,93.0,135.0,listen
1,21298830,6253436,0,100.0,135.0,listen
1,21298945,1699695,0,100.0,115.0,listen
1,21298965,8992828,0,14.0,150.0,listen
1,21298970,2030931,0,1.0,135.0,listen
1,21299175,8336122,0,100.0,205.0,listen
1,21299315,8210693,0,100.0,140.0,listen
1,21299370,768880,0,30.0,120.0,listen
1,21299375,5084125,0,6.0,115.0,listen
1,21299405,9031115,0,16.0,160.0,listen
1,21299660,88111,1,100.0,255.0,listen
1,21299835,8232937,1,100.0,175.0,listen
1,21299935,7885371,1,100.0,95.0,listen
1,21300055,2106441,1,51.0,230.0,listen
1,21300325,6364928,1,100.0,225.0,listen
1,21312725,4318890,1,70.0,275.0,listen
1,21312780,4312689,1,55.0,95.0,listen
1,21312810,4668316,1,22.0,120.0,listen
1,21410935,4212961,1,27.0,120.0,listen
1,21411035,4668316,1,0.0,120.0,listen
1,21411060,585444,1,12.0,205.0,listen
1,21736435,6317616,0,100.0,145.0,listen
1,21736660,2527363,0,100.0,225.0,listen
1,21736750,4345919,0,78.0,115.0,listen
1,21736865,6243824,0,100.0,110.0,listen
1,21737025,7742721,0,92.0,175.0,listen
1,21819495,88111,0,0.0,255.0,listen
1,21819520,6004913,1,20.0,115.0,listen
1,21819545,6741523,1,17.0,130.0,listen
1,21819600,3870449,1,44.0,120.0,listen
1,21819775,2529266,1,81.0,215.0,listen
1,21819780,2361561,1,1.0,155.0,listen
1,21819780,821534,1,0.0,165.0,listen
1,21819800,1070277,1,11.0,190.0,listen
1,21819810,7326789,0,0.0,130.0,listen
1,21819810,6512332,0,3.0,150.0,listen
1,21820135,5381124,0,0.0,195.0,listen
1,21820220,7133496,1,56.0,145.0,listen
1,21820400,8055077,1,100.0,180.0,listen
1,21820530,4005777,1,100.0,125.0,listen
1,21820715,4834107,1,100.0,155.0,listen
1,21822390,2529266,1,0.0,215.0,listen
1,21822640,7652807,1,100.0,250.0,listen
1,21822865,2527363,1,100.0,225.0,listen
1,21823055,1070277,1,100.0,190.0,listen
1,21903250,4901926,1,2.0,210.0,listen
1,21903255,3791672,1,0.0,115.0,listen
1,21903255,3870449,1,1.0,120.0,listen
1,21903375,3791672,1,100.0,115.0,listen
1,21903380,3870449,1,4.0,120.0,listen
1,21903555,979205,1,100.0,175.0,listen
1,21903680,1525699,1,100.0,125.0,listen
1,21903930,7652807,1,100.0,250.0,listen
1,21904060,4005777,1,100.0,125.0,listen
1,21904225,821534,1,100.0,165.0,listen
1,22009790,2529266,1,0.0,215.0,listen
1,22009905,5302349,1,100.0,110.0,listen
1,22010050,6317616,1,100.0,145.0,listen
1,22010280,5737658,1,100.0,230.0,listen
1,22010440,6214610,1,100.0,160.0,listen
1,22010605,821534,1,100.0,165.0,listen
1,22010750,9108890,1,100.0,135.0,listen
1,22010965,8317991,1,100.0,225.0,listen
1,22011175,7981684,1,100.0,205.0,listen
1,22011330,3801344,1,100.0,155.0,listen
1,22011505,979205,1,100.0,175.0,listen
1,22344765,8056877,1,100.0,185.0,listen
1,22344800,5302349,1,1.0,110.0,listen
1,22344800,754959,1,20.0,165.0,listen
1,22344805,5737658,1,0.0,230.0,listen
1,22344805,6317616,1,0.0,145.0,listen
1,22344970,6214610,1,100.0,160.0,listen
1,22345100,4453583,1,100.0,130.0,listen
1,22345225,4085526,1,100.0,125.0,listen
1,22345385,7930506,1,100.0,160.0,listen
1,22345525,9108890,1,100.0,135.0,listen
1,22345690,821534,1,100.0,165.0,listen
1,22420500,769356,1,0.0,155.0,listen
1,22420720,2527363,1,100.0,225.0,listen
1,22420970,7652807,1,100.0,250.0,listen
1,22421190,2989124,1,100.0,220.0,listen
1,22421380,1070277,1,100.0,190.0,listen
1,22421590,4901926,1,100.0,210.0,listen
1,22421805,5830776,1,100.0,215.0,listen
1,22422030,6364928,1,100.0,225.0,listen
1,22422305,4318890,1,100.0,275.0,listen
1,22422510,585444,1,100.0,205.0,listen
1,22422775,4041884,1,100.0,240.0,listen
1,22422885,684348,1,38.0,290.0,listen
1,22422885,7057457,1,0.0,260.0,listen
1,22423150,3201031,1,100.0,265.0,listen
1,22500125,4041884,1,0.0,240.0,listen
1,22500285,769356,1,100.0,155.0,listen
1,22500290,1525699,1,3.0,125.0,listen
1,22500460,3360190,1,100.0,165.0,listen
1,22500600,5955758,1,100.0,135.0,listen
1,22500755,2361561,1,100.0,155.0,listen
1,22500920,2954984,1,100.0,165.0,listen
1,22501245,7652807,1,95.0,250.0,listen
1,22501470,2527363,1,100.0,225.0,listen
1,22501660,1070277,1,100.0,190.0,listen
1,22501870,4901926,1,100.0,210.0,listen
1,22529010,5830776,1,100.0,215.0,listen
1,22529170,3463257,1,100.0,160.0,listen
1,22529305,5955758,1,100.0,135.0,listen
1,22590710,4041884,1,100.0,240.0,listen
1,22590875,2954984,1,100.0,165.0,listen
1,22591080,585444,1,100.0,205.0,listen
1,22591255,7943297,1,100.0,175.0,listen
1,22591465,4901926,1,100.0,210.0,listen
1,22591630,3360190,1,100.0,165.0,listen
1,22591790,2361561,1,100.0,155.0,listen
1,22591905,6004913,1,100.0,115.0,listen
1,22592060,5258570,1,100.0,155.0,listen
1,22602670,4926941,1,0.0,190.0,listen
1,22602715,1444455,1,32.0,150.0,listen
1,22602715,1444455,1,0.0,150.0,listen
1,22602720,1444455,1,1.0,150.0,listen
1,22758370,1444455,1,0.0,150.0,listen
1,22758380,900911,1,2.0,275.0,listen
1,22758530,1444455,1,100.0,150.0,listen
1,22758610,1525699,1,0.0,125.0,listen
1,22758610,769356,1,52.0,155.0,listen
1,22758620,2954984,1,0.0,165.0,listen
1,22758620,2361561,1,0.0,155.0,listen
1,22758865,7652807,1,100.0,250.0,listen
1,22759090,2527363,1,100.0,225.0,listen
1,22759335,1070277,1,100.0,190.0,listen
1,22759545,4901926,1,100.0,210.0,listen
1,22771510,5830776,1,0.0,215.0,listen
1,22771510,8056877,1,0.0,185.0,listen
1,22771515,6004913,1,0.0,115.0,listen
1,22771515,585444,1,0.0,205.0,listen
1,22771515,3360190,1,0.0,165.0,listen
1,22771540,3360190,1,0.0,165.0,listen
1,22771730,1070277,1,100.0,190.0,listen
1,22771940,4901926,1,100.0,210.0,listen
1,22784805,5830776,1,0.0,215.0,listen
1,22785070,3201031,1,100.0,265.0,listen
1,22785250,7943297,1,100.0,175.0,listen
1,22785430,8540001,1,94.0,195.0,listen
1,22851730,4834107,1,3.0,155.0,listen
1,22851735,2747889,1,0.0,150.0,listen
1,22851735,7553603,1,2.0,145.0,listen
1,22851735,1444455,1,0.0,150.0,listen
1,22851735,4316182,1,0.0,215.0,listen
1,22851735,979205,1,0.0,175.0,listen
1,22851740,7943297,1,0.0,175.0,listen
1,22851740,1769520,1,0.0,205.0,listen
1,22851945,1769520,1,100.0,205.0,listen
1,22852025,1525699,1,0.0,125.0,listen
1,22852025,7943297,1,43.0,175.0,listen
1,22852025,8540001,1,0.0,195.0,listen
1,22852025,4041884,1,0.0,240.0,listen
1,22852030,88111,1,0.0,255.0,listen
1,22852030,7133496,1,0.0,145.0,listen
1,22852030,5830776,1,0.0,215.0,listen
1,22852035,769356,1,0.0,155.0,listen
1,22852250,5830776,1,100.0,215.0,listen
1,22852405,769356,1,100.0,155.0,listen
1,22852525,6004913,1,100.0,115.0,listen
1,22852690,3360190,1,100.0,165.0,listen
1,22852810,3791672,1,100.0,115.0,listen
1,22852995,4926941,1,0.0,190.0,listen
1,22852995,7393689,1,85.0,215.0,listen
1,22852995,5737658,1,0.0,230.0,listen
1,22853000,585444,1,0.0,205.0,listen
1,22853190,1070277,1,100.0,190.0,listen
1,22853335,6317616,1,100.0,145.0,listen
1,22853785,4005777,1,100.0,125.0,listen
1,22854045,2666057,1,100.0,265.0,listen
1,22854115,7652807,1,27.0,250.0,listen
1,22854120,7571570,1,0.0,135.0,listen
1,22854120,2527363,1,0.0,225.0,listen
1,22854120,2160247,1,0.0,185.0,listen
1,22854120,2529266,1,0.0,215.0,listen
1,22854125,4864143,1,0.0,270.0,listen
1,22854130,6253436,1,0.0,135.0,listen
1,22854250,4741283,1,100.0,120.0,listen
1,22854515,3201031,1,100.0,265.0,listen
1,22914405,5707860,1,100.0,185.0,listen
1,22914415,3791672,1,6.0,115.0,listen
1,22914425,7133496,1,5.0,145.0,listen
1,22914695,8791696,1,100.0,270.0,listen
1,22914810,2747889,1,73.0,150.0,listen
1,22914970,9031115,1,100.0,160.0,listen
1,23086935,7652807,1,0.0,250.0,listen
1,23087140,1769520,1,100.0,205.0,listen
1,23087260,4741283,1,100.0,120.0,listen
1,23087415,5258570,1,100.0,155.0,listen
1,23087665,7652807,1,100.0,250.0,listen
1,23259730,2527363,1,0.0,225.0,listen
1,23259890,3801344,1,100.0,155.0,listen
1,23260065,979205,1,100.0,175.0,listen
1,23260240,7943297,1,100.0,175.0,listen
1,23260435,8540001,1,100.0,195.0,listen
1,23260590,1578713,1,100.0,155.0,listen
1,23260610,6290990,1,9.0,230.0,listen
1,23260615,5472930,1,1.0,170.0,listen
1,23260620,7055988,1,1.0,175.0,listen
1,23260620,5592767,1,0.0,215.0,listen
1,23260625,3463953,1,1.0,165.0,listen
1,23260625,2169451,1,2.0,165.0,listen
1,23260630,1769520,1,0.0,205.0,listen
1,23260630,4834107,1,0.0,155.0,listen
1,23260630,5237217,1,0.0,135.0,listen
1,23260635,5258570,1,0.0,155.0,listen
1,23260635,4741283,1,0.0,120.0,listen
1,23283515,4741283,1,1.0,120.0,listen
1,23283520,5237217,1,1.0,135.0,listen
1,23283520,5955758,1,0.0,135.0,listen
1,23283520,821534,1,0.0,165.0,listen
1,23283660,5955758,1,100.0,135.0,listen
1,23283825,821534,1,100.0,165.0,listen
1,23283970,6317616,1,100.0,145.0,listen
1,23284000,5472930,1,15.0,170.0,listen
1,23284105,7073621,1,100.0,105.0,listen
1,23284160,769356,1,34.0,155.0,listen
1,23284325,2954984,1,100.0,165.0,listen
1,23285095,6318435,1,0.0,135.0,listen
1,23285095,3201031,1,0.0,265.0,listen
1,23285335,4041884,1,100.0,240.0,listen
1,23285480,6317616,1,100.0,145.0,listen
1,23285490,3300564,1,5.0,155.0,listen
1,23285620,8250655,1,100.0,125.0,listen
1,23285785,6247384,1,100.0,165.0,listen
1,23294530,5830776,1,0.0,215.0,listen
1,23294795,3201031,1,100.0,265.0,listen
1,23295015,9196342,1,100.0,220.0,listen
1,23295125,8876179,1,100.0,110.0,listen
1,23295145,7073621,1,17.0,105.0,listen
1,23295275,3368412,1,100.0,130.0,listen
1,23298790,7275827,1,0.0,195.0,listen
1,23298790,2776383,1,51.0,180.0,listen
1,23298790,1601083,1,0.0,145.0,listen
1,23298790,877938,1,0.0,155.0,listen
1,23298945,877938,1,100.0,155.0,listen
1,23299145,7275827,1,100.0,195.0,listen
1,23299265,4345919,1,100.0,115.0,listen
1,23299420,2361561,1,100.0,155.0,listen
1,23299585,2954984,1,99.0,165.0,listen
1,23345865,120698,1,0.0,170.0,listen
1,23346050,7447763,1,100.0,180.0,listen
1,23346290,486415,1,100.0,240.0,listen
1,23346310,769356,1,14.0,155.0,listen
1,23346440,8478026,1,100.0,130.0,listen
1,23346605,2584240,1,100.0,165.0,listen
1,23346650,759695,1,0.0,130.0,listen
1,23346650,3072321,1,17.0,240.0,listen
1,23346650,754959,1,0.0,165.0,listen
1,23346655,2053410,1,0.0,135.0,listen
1,23346655,1525699,1,0.0,125.0,listen
1,23346655,4456240,1,0.0,215.0,listen
1,23346660,3161778,1,0.0,170.0,listen
1,23346660,5878574,1,0.0,170.0,listen
1,23346665,5712010,1,0.0,185.0,listen
1,23346670,6318435,1,0.0,135.0,listen
1,23346810,6318435,1,100.0,135.0,listen
1,23368185,5955758,1,0.0,135.0,listen
1,23368305,8693825,1,100.0,120.0,listen
1,23368470,6247384,1,100.0,165.0,listen
1,23368625,3300564,1,100.0,155.0,listen
1,23368800,4966414,1,100.0,155.0,listen
1,23368930,4442605,1,100.0,145.0,listen
1,23379300,3512689,1,0.0,190.0,listen
1,23379490,1070277,1,100.0,190.0,listen
1,23379705,4901926,1,100.0,210.0,listen
1,23379915,5830776,1,100.0,215.0,listen
1,23380145,585444,1,100.0,205.0,listen
1,23380385,4041884,1,100.0,240.0,listen
1,23380650,3201031,1,100.0,265.0,listen
1,23458915,9196342,1,0.0,220.0,listen
1,23459035,1834368,0,100.0,115.0,listen
1,23459300,6898436,0,100.0,265.0,listen
1,23459390,9297532,0,100.0,90.0,listen
1,23459565,3662317,0,92.0,190.0,listen
1,23459700,2617256,0,100.0,130.0,listen
1,23459875,181734,0,100.0,175.0,listen
1,23460025,1689039,0,100.0,145.0,listen
1,23460135,6243824,0,100.0,110.0,listen
1,23460185,7117130,0,33.0,155.0,listen
1,23654230,1070277,1,25.0,190.0,listen
1,23654270,4901926,1,19.0,210.0,listen
1,23654305,4741283,1,26.0,120.0,listen
1,23654320,4005777,1,12.0,125.0,listen
1,23654365,7571570,1,30.0,135.0,listen
1,23816110,1444455,1,56.0,150.0,listen
1,23816295,2361561,1,28.0,155.0,listen
1,23968395,6004913,1,0.0,115.0,listen
1,23968535,731615,0,100.0,130.0,listen
1,23968545,430594,0,7.0,125.0,listen
1,23968560,6660500,0,10.0,100.0,listen
1,23968585,3684010,0,28.0,100.0,listen
1,23968765,8232937,0,100.0,175.0,listen
1,23968945,3661392,0,100.0,175.0,listen
1,23969030,1564196,0,20.0,340.0,listen
1,23969170,3545713,0,100.0,160.0,listen
1,23969235,5707847,0,46.0,135.0,listen
1,23970500,8203474,0,13.0,140.0,listen
1,23970505,2621343,0,0.0,225.0,listen
1,23970650,5019264,0,100.0,140.0,listen
1,23970885,9038776,0,100.0,235.0,listen
1,23970955,8082983,0,68.0,100.0,listen
1,23970960,9186959,0,2.0,145.0,listen
1,23971025,6008893,0,52.0,95.0,listen
1,23971025,5494829,0,1.0,150.0,listen
1,23971025,4129336,0,0.0,175.0,listen
1,23971195,3609372,0,94.0,180.0,listen
1,23971195,4856932,0,1.0,135.0,listen
1,23971425,5836566,0,100.0,225.0,listen
1,24324135,979205,1,100.0,175.0,listen
1,24324310,7943297,1,100.0,175.0,listen
1,24324505,8540001,1,100.0,195.0,listen
1,24324660,1578713,1,100.0,155.0,listen
1,24324895,6290990,1,100.0,230.0,listen
1,24324980,3463953,1,1.0,165.0,listen
1,24324980,5472930,1,49.0,170.0,listen
1,24324980,7055988,1,0.0,175.0,listen
1,24324980,5592767,1,0.0,215.0,listen
1,24324985,1769520,1,0.0,205.0,listen
1,24324985,2169451,1,0.0,165.0,listen
1,24324985,4834107,1,0.0,155.0,listen
1,24324985,5237217,1,0.0,135.0,listen
1,24324990,4741283,1,0.0,120.0,listen
1,24325195,1769520,1,100.0,205.0,listen
1,24325235,4741283,1,35.0,120.0,listen
1,24325240,5258570,1,0.0,155.0,listen
1,24325240,7652807,1,0.0,250.0,listen
1,24325240,2527363,1,0.0,225.0,listen
1,24431120,7652807,1,0.0,250.0,listen
1,24431120,6317616,1,0.0,145.0,listen
1,24431230,5302349,1,100.0,110.0,listen
1,24431380,6317616,1,100.0,145.0,listen
1,24431610,5737658,1,100.0,230.0,listen
1,24431765,6214610,1,100.0,160.0,listen
1,24555545,821534,1,0.0,165.0,listen
1,24555705,3801344,1,100.0,155.0,listen
1,24555875,979205,1,100.0,175.0,listen
1,24556055,7943297,1,100.0,175.0,listen
1,24556250,8540001,1,100.0,195.0,listen
1,24556405,1578713,1,100.0,155.0,listen
1,24586895,6290990,1,3.0,230.0,listen
1,24587110,5592767,1,100.0,215.0,listen
1,24587275,3463953,1,100.0,165.0,listen
1,24587440,2169451,1,100.0,165.0,listen
1,24587595,4834107,1,100.0,155.0,listen
1,24587735,5237217,1,100.0,135.0,listen
1,24840440,8540001,1,100.0,195.0,listen
1,24840595,1578713,1,100.0,155.0,listen
1,24846020,6290990,1,0.0,230.0,listen
1,24846025,7615128,0,0.0,160.0,listen
1,24846025,4886017,0,0.0,205.0,listen
1,24846400,584426,0,98.0,280.0,listen
1,24846465,1875153,0,37.0,180.0,listen
1,24846470,5427313,0,1.0,165.0,listen
1,24846600,2635696,0,100.0,130.0,listen
1,24846680,5980047,0,53.0,145.0,listen
1,24846750,9101795,0,41.0,165.0,listen
1,24846930,5982769,0,100.0,180.0,listen
1,24857505,668680,0,98.0,220.0,listen
1,24857600,821534,1,55.0,165.0,listen
1,24857645,7943297,1,23.0,175.0,listen
1,24857695,8540001,1,24.0,195.0,listen
1,24857700,7943297,1,0.0,175.0,listen
1,24922175,1578713,1,0.0,155.0,listen
1,24925685,3583115,0,100.0,130.0,listen
1,24925860,564044,0,100.0,175.0,listen
1,24926105,6364928,0,99.0,225.0,listen
1,24926300,1512098,0,92.0,210.0,listen
1,24926490,2818871,0,98.0,185.0,listen
1,24926640,8544375,0,100.0,145.0,listen
1,25030775,5326244,0,0.0,165.0,listen
1,25030885,5302349,1,100.0,110.0,listen
1,25031030,6317616,1,100.0,145.0,listen
1,25031205,7742721,1,100.0,175.0,listen
1,25031340,2053410,1,100.0,135.0,listen
1,25031585,4041884,1,100.0,240.0,listen
1,25031820,486415,1,100.0,240.0,listen
1,25031970,4741878,1,101.0,135.0,listen
1,25032195,8317991,1,100.0,225.0,listen
1,25032370,120698,1,100.0,170.0,listen
1,25032535,6247384,1,100.0,165.0,listen
1,25032815,3201031,1,100.0,265.0,listen
1,25033030,5830776,1,100.0,215.0,listen
1,25098630,7981684,1,0.0,205.0,listen
1,25098915,3201031,1,100.0,265.0,listen
1,25099180,3201031,1,100.0,265.0,listen
1,25099445,3201031,1,100.0,265.0,listen
1,25099710,3201031,1,100.0,265.0,listen
1,25099720,3201031,1,4.0,265.0,listen
1,25099945,9196342,1,100.0,220.0,listen
1,25100055,8876179,1,100.0,110.0,listen
1,25100160,7073621,1,100.0,105.0,listen
1,25100175,3368412,1,11.0,130.0,listen
1,25100380,585444,1,100.0,205.0,listen
1,25100630,7652807,1,100.0,250.0,listen
1,25101300,2527363,1,96.0,225.0,listen
1,25101510,1070277,1,100.0,190.0,listen
1,25101720,4901926,1,100.0,210.0,listen
1,25101935,5830776,1,100.0,215.0,listen
1,25102140,585444,1,100.0,205.0,listen
1,25195730,4041884,1,0.0,240.0,listen
1,25195885,6214610,1,100.0,160.0,listen
1,25196055,821534,1,100.0,165.0,listen
1,25196190,9108890,1,100.0,135.0,listen
1,25196415,8317991,1,100.0,225.0,listen
1,25200675,7981684,1,100.0,205.0,listen
1,25200830,3801344,1,100.0,155.0,listen
1,25201005,979205,1,100.0,175.0,listen
1,25210755,7943297,1,100.0,175.0,listen
1,25210955,8540001,1,100.0,195.0,listen
1,25211105,1578713,1,100.0,155.0,listen
1,25211115,6290990,1,3.0,230.0,listen
1,25211120,5472930,1,0.0,170.0,listen
1,25211290,7055988,1,100.0,175.0,listen
1,25211640,5592767,1,100.0,215.0,listen
1,25211805,3463953,1,100.0,165.0,listen
1,25211970,2169451,1,100.0,165.0,listen
1,25361050,4834107,1,0.0,155.0,listen
1,25361195,6317616,1,100.0,145.0,listen
1,25361425,5737658,1,100.0,230.0,listen
1,25361585,6214610,1,100.0,160.0,listen
1,25361750,821534,1,100.0,165.0,listen
1,25361885,9108890,1,100.0,135.0,listen
1,25362110,8317991,1,100.0,225.0,listen
1,25362315,7981684,1,100.0,205.0,listen
1,25362475,3801344,1,100.0,155.0,listen
1,25362650,979205,1,100.0,175.0,listen
1,25362825,7943297,1,100.0,175.0,listen
1,25363020,8540001,1,100.0,195.0,listen
1,25363175,1578713,1,100.0,155.0,listen
1,25363410,6290990,1,100.0,230.0,listen
1,25363430,5472930,1,13.0,170.0,listen
1,25363435,7055988,1,1.0,175.0,listen
1,25363650,5592767,1,100.0,215.0,listen
1,25363815,3463953,1,100.0,165.0,listen
1,25436150,2169451,1,9.0,165.0,listen
1,25436370,2527363,1,100.0,225.0,listen
1,25436560,1070277,1,100.0,190.0,listen
1,25436770,4901926,1,100.0,210.0,listen
1,25436985,5830776,1,100.0,215.0,listen
1,25437195,585444,1,100.0,205.0,listen
1,25437435,4041884,1,100.0,240.0,listen
1,25437700,3201031,1,100.0,265.0,listen
1,25437920,9196342,1,100.0,220.0,listen
1,25468285,8876179,1,0.0,110.0,listen
1,25468285,2361561,1,0.0,155.0,listen
1,25468440,877938,1,100.0,155.0,listen
1,25468640,7275827,1,100.0,195.0,listen
1,25468660,4345919,1,19.0,115.0,listen
1,25468820,2361561,1,100.0,155.0,listen
